index,name,ext,folder,rde_name,rde_folder
4619,,,battle_element,dummy.dat,work\cdrom\dummy
4620,,,battle_element,120slip.prd,work\cdrom\battle\effects\blue
4621,,,battle_element,stdmag0.prg,work\cdrom\prog
4622,,,battle_element,dummy.dat,work\cdrom\dummy
4623,,,battle_element,73himus.prd,work\cdrom\battle\effects\red
4624,,,battle_element,stdmag0.prg,work\cdrom\prog
4625,,,battle_element,dummy.dat,work\cdrom\dummy
4626,,,battle_element,121weak.prd,work\cdrom\battle\effects\red
4627,,,battle_element,stdmag0.prg,work\cdrom\prog
4628,,,battle_element,golem.ctd,work\cdrom\battle\effects\syoukan
4629,,,battle_element,golem.prd,work\cdrom\battle\effects\syoukan
4630,,,battle_element,golem.prg,work\cdrom\prog
4631,,,battle_element,dummy.dat,work\cdrom\dummy
4632,,,battle_element,82stdw.prd,work\cdrom\battle\effects\yellow
4633,,,battle_element,stdmag0.prg,work\cdrom\prog
4634,,,battle_element,dummy.dat,work\cdrom\dummy
4635,,,battle_element,85info.prd,work\cdrom\battle\effects\yellow
4636,,,battle_element,stdmag0.prg,work\cdrom\prog
4637,,,battle_element,dummy.dat,work\cdrom\dummy
4638,,,battle_element,86inf.prd,work\cdrom\battle\effects\yellow
4639,,,battle_element,stdmag0.prg,work\cdrom\prog
4640,,,battle_element,dummy.dat,work\cdrom\dummy
4641,,,battle_element,87hipro.prd,work\cdrom\battle\effects\yellow
4642,,,battle_element,stdmag0.prg,work\cdrom\prog
4643,,,battle_element,123no.ctd,work\cdrom\battle\effects\yellow
4644,,,battle_element,123no.prd,work\cdrom\battle\effects\yellow
4645,,,battle_element,stdmag0.prg,work\cdrom\prog
4646,,,battle_element,dummy.dat,work\cdrom\dummy
4647,,,battle_element,92jee.prd,work\cdrom\battle\effects\black
4648,,,battle_element,stdmag0.prg,work\cdrom\prog
4649,,,battle_element,dummy.dat,work\cdrom\dummy
4650,,,battle_element,125foo.prd,work\cdrom\battle\effects\black
4651,,,battle_element,stdmag0.prg,work\cdrom\prog
4652,,,battle_element,21uuhaa.ctd,work\cdrom\battle\effects\green
4653,,,battle_element,21uuhaa.prd,work\cdrom\battle\effects\green
4654,,,battle_element,stdmag0.prg,work\cdrom\prog
4655,,,battle_element,dummy.dat,work\cdrom\dummy
4656,,,battle_element,135akam.prd,work\cdrom\battle\effects\monster
4657,,,battle_element,stdmag0.prg,work\cdrom\prog
4658,,,battle_element,dummy.dat,work\cdrom\dummy
4659,,,battle_element,157kyu.prd,work\cdrom\battle\effects\monster
4660,,,battle_element,stdmag0.prg,work\cdrom\prog
4661,,,battle_element,62earb.ctd,work\cdrom\battle\effects\blue
4662,,,battle_element,62earb.prd,work\cdrom\battle\effects\blue
4663,,,battle_element,stdmag0.prg,work\cdrom\prog
4664,,,battle_element,dummy.dat,work\cdrom\dummy
4665,,,battle_element,68earr.prd,work\cdrom\battle\effects\red
4666,,,battle_element,stdmag0.prg,work\cdrom\prog
4667,,,battle_element,dummy.dat,work\cdrom\dummy
4668,,,battle_element,75earg.prd,work\cdrom\battle\effects\green
4669,,,battle_element,stdmag0.prg,work\cdrom\prog
4670,,,battle_element,dummy.dat,work\cdrom\dummy
4671,,,battle_element,81eary.prd,work\cdrom\battle\effects\yellow
4672,,,battle_element,stdmag0.prg,work\cdrom\prog
4673,,,battle_element,dummy.dat,work\cdrom\dummy
4674,,,battle_element,90mana.prd,work\cdrom\battle\effects\white
4675,,,battle_element,stdmag0.prg,work\cdrom\prog
4676,,,battle_element,dummy.dat,work\cdrom\dummy
4677,,,battle_element,127niji.prd,work\cdrom\battle\effects\rainbow
4678,,,battle_element,stdmag0.prg,work\cdrom\prog
4679,,,battle_element,theend.ctd,work\cdrom\battle\effects\syoukan
4680,,,battle_element,theend.prd,work\cdrom\battle\effects\syoukan
4681,,,battle_element,theend.prg,work\cdrom\prog
4682,,,battle_element,gfrog.ctd,work\cdrom\battle\effects\syoukan
4683,,,battle_element,gfrog.prd,work\cdrom\battle\effects\syoukan
4684,,,battle_element,stdmag0.prg,work\cdrom\prog
4685,,,battle_element,seint.ctd,work\cdrom\battle\effects\syoukan
4686,,,battle_element,seint.prd,work\cdrom\battle\effects\syoukan
4687,,,battle_element,seint.prg,work\cdrom\prog
4688,,,battle_element,mido2.ctd,work\cdrom\battle\effects\syoukan
4689,,,battle_element,mido2.prd,work\cdrom\battle\effects\syoukan
4690,,,battle_element,mido2.prg,work\cdrom\prog
4691,,,battle_element,dummy.dat,work\cdrom\dummy
4692,,,battle_element,158true.prd,work\cdrom\battle\effects\monster
4693,,,battle_element,stdmag0.prg,work\cdrom\prog
4694,,,battle_element,dummy.dat,work\cdrom\dummy
4695,,,battle_element,opdeath.prd,work\cdrom\battle\effects\death
4696,,,battle_element,bossde.prg,work\cdrom\prog
4697,,,battle_element,dummy.dat,work\cdrom\dummy
4698,,,battle_element,94manf.prd,work\cdrom\battle\effects\black
4699,,,battle_element,stdmag0.prg,work\cdrom\prog
4700,,,battle_element,dummy.dat,work\cdrom\dummy
4701,,,battle_element,95foget.prd,work\cdrom\battle\effects\black
4702,,,battle_element,stdmag0.prg,work\cdrom\prog
4703,,,battle_element,dummy.dat,work\cdrom\dummy
4704,,,battle_element,99carst.prd,work\cdrom\battle\effects\blue
4705,,,battle_element,stdmag0.prg,work\cdrom\prog
4706,,,battle_element,dummy.dat,work\cdrom\dummy
4707,,,battle_element,100again.prd,work\cdrom\battle\effects\red
4708,,,battle_element,stdmag0.prg,work\cdrom\prog
4709,,,battle_element,115all.ctd,work\cdrom\battle\effects\white
4710,,,battle_element,115all.prd,work\cdrom\battle\effects\white
4711,,,battle_element,stdmag0.prg,work\cdrom\prog
4712,,,battle_element,dummy.dat,work\cdrom\dummy
4713,,,battle_element,119drag.prd,work\cdrom\battle\effects\black
4714,,,battle_element,stdmag0.prg,work\cdrom\prog
4715,,,battle_element,dummy.dat,work\cdrom\dummy
4716,,,battle_element,124sens.prd,work\cdrom\battle\effects\white
4717,,,battle_element,stdmag0.prg,work\cdrom\prog
4718,,,battle_element,fleaf.ctd,work\cdrom\battle\effects\syoukan
4719,,,battle_element,fleaf.prd,work\cdrom\battle\effects\syoukan
4720,,,battle_element,enrou.prg,work\cdrom\prog
4721,,,battle_element,dummy.dat,work\cdrom\dummy
4722,,,battle_element,opbirth.prd,work\cdrom\battle\effects\birth
4723,,,battle_element,stdmag0.prg,work\cdrom\prog
4724,,,battle_element,parecap.ctd,work\cdrom\battle\effects\monster
4725,,,battle_element,parecap.prd,work\cdrom\battle\effects\monster
4726,,,battle_element,stdtech0.prg,work\cdrom\prog
4727,,,battle_element,paresol.ctd,work\cdrom\battle\effects\monster
4728,,,battle_element,paresol.prd,work\cdrom\battle\effects\monster
4729,,,battle_element,stdtech0.prg,work\cdrom\prog
4730,,,battle_element,dummy.dat,work\cdrom\dummy
4731,,,battle_element,haienako.prd,work\cdrom\battle\effects\monster
4732,,,battle_element,stdtech1.prg,work\cdrom\prog
4733,,,battle_element,dummy.dat,work\cdrom\dummy
4734,,,battle_element,haienoya.prd,work\cdrom\battle\effects\monster
4735,,,battle_element,stdtech1.prg,work\cdrom\prog
4736,,,battle_element,dummy.dat,work\cdrom\dummy
4737,,,battle_element,koron.prd,work\cdrom\battle\effects\monster
4738,,,battle_element,stdtech0.prg,work\cdrom\prog
4739,,,battle_element,dummy.dat,work\cdrom\dummy
4740,,,battle_element,akashia.prd,work\cdrom\battle\effects\monster
4741,,,battle_element,stdtech0.prg,work\cdrom\prog
4742,,,battle_element,dummy.dat,work\cdrom\dummy
4743,,,battle_element,taicho.prd,work\cdrom\battle\effects\monster
4744,,,battle_element,stdtech0.prg,work\cdrom\prog
4745,,,battle_element,onedari.ctd,work\cdrom\battle\effects\tech
4746,,,battle_element,onedari.prd,work\cdrom\battle\effects\tech
4747,,,battle_element,jitanda.prg,work\cdrom\prog
4748,,,battle_element,dummy.dat,work\cdrom\dummy
4749,,,battle_element,hensin.prd,work\cdrom\battle\effects\tech
4750,,,battle_element,stdtech0.prg,work\cdrom\prog
4751,,,battle_element,dummy.dat,work\cdrom\dummy
4752,,,battle_element,steal_m.prd,work\cdrom\battle\effects\tech
4753,,,battle_element,stdtech0.prg,work\cdrom\prog
4754,,,battle_element,dummy.dat,work\cdrom\dummy
4755,,,battle_element,bre_roza.prd,work\cdrom\battle\effects\monster
4756,,,battle_element,stdtech0.prg,work\cdrom\prog
4757,,,battle_element,dummy.dat,work\cdrom\dummy
4758,,,battle_element,sidestep.prd,work\cdrom\battle\effects\death
4759,,,battle_element,stdmag0.prg,work\cdrom\prog
4760,,,battle_element,dummy.dat,work\cdrom\dummy
4761,,,battle_element,dai_h.prd,work\cdrom\battle\effects\death
4762,,,battle_element,bossde.prg,work\cdrom\prog
4763,,,battle_element,26uphe.ctd,work\cdrom\battle\effects\yellow
4764,,,battle_element,26uphe.prd,work\cdrom\battle\effects\yellow
4765,,,battle_element,stdmag0.prg,work\cdrom\prog
4766,,,battle_element,71nai.ctd,work\cdrom\battle\effects\red
4767,,,battle_element,71nai.prd,work\cdrom\battle\effects\red
4768,,,battle_element,stdmag0.prg,work\cdrom\prog
4769,,,battle_element,dummy.dat,work\cdrom\dummy
4770,,,battle_element,122tota.prd,work\cdrom\battle\effects\green
4771,,,battle_element,stdmag0.prg,work\cdrom\prog
4772,,,battle_element,dummy.dat,work\cdrom\dummy
4773,,,battle_element,slot.prd,work\cdrom\battle\effects\monster
4774,,,battle_element,155slot.prg,work\cdrom\prog
4775,,,battle_element,bboy.ctd,work\cdrom\battle\effects\monster
4776,,,battle_element,bboy.prd,work\cdrom\battle\effects\monster
4777,,,battle_element,bboy.prg,work\cdrom\prog
4778,,,battle_element,dummy.dat,work\cdrom\dummy
4779,,,battle_element,breath.prd,work\cdrom\battle\effects\tech
4780,,,battle_element,stdtech0.prg,work\cdrom\prog
4781,,,battle_element,b_press.ctd,work\cdrom\battle\effects\tech
4782,,,battle_element,b_press.prd,work\cdrom\battle\effects\tech
4783,,,battle_element,stdtech0.prg,work\cdrom\prog
4784,,,battle_element,thndr.ctd,work\cdrom\battle\effects\syoukan
4785,,,battle_element,thndr.prd,work\cdrom\battle\effects\syoukan
4786,,,battle_element,hebi.prg,work\cdrom\prog
4787,,,battle_element,unico.ctd,work\cdrom\battle\effects\syoukan
4788,,,battle_element,unico.prd,work\cdrom\battle\effects\syoukan
4789,,,battle_element,unico.prg,work\cdrom\prog
4790,,,battle_element,dummy.dat,work\cdrom\dummy
4791,,,battle_element,laz_star.prd,work\cdrom\battle\effects\tech
4792,,,battle_element,stdtech0.prg,work\cdrom\prog
4793,,,battle_element,head_s.ctd,work\cdrom\battle\effects\tech
4794,,,battle_element,head_s.prd,work\cdrom\battle\effects\tech
4795,,,battle_element,stdtech0.prg,work\cdrom\prog
4796,,,battle_element,dummy.dat,work\cdrom\dummy
4797,,,battle_element,taihoh.prd,work\cdrom\battle\effects\tech
4798,,,battle_element,stdtech0.prg,work\cdrom\prog
4799,,,battle_element,dummy.dat,work\cdrom\dummy
4800,,,battle_element,steal_f.prd,work\cdrom\battle\effects\tech
4801,,,battle_element,stdtech0.prg,work\cdrom\prog
4802,,,battle_element,141kbeam.ctd,work\cdrom\battle\effects\monster
4803,,,battle_element,141kbeam.prd,work\cdrom\battle\effects\monster
4804,,,battle_element,stdmag0.prg,work\cdrom\prog
4805,,,battle_element,143moon.ctd,work\cdrom\battle\effects\monster
4806,,,battle_element,143moon.prd,work\cdrom\battle\effects\monster
4807,,,battle_element,stdmag0.prg,work\cdrom\prog
4808,,,battle_element,137red.ctd,work\cdrom\battle\effects\monster
4809,,,battle_element,137red.prd,work\cdrom\battle\effects\monster
4810,,,battle_element,stdtech0.prg,work\cdrom\prog
4811,,,battle_element,dummy.dat,work\cdrom\dummy
4812,,,battle_element,137blue.prd,work\cdrom\battle\effects\monster
4813,,,battle_element,stdtech0.prg,work\cdrom\prog
4814,,,battle_element,137yello.ctd,work\cdrom\battle\effects\monster
4815,,,battle_element,137yello.prd,work\cdrom\battle\effects\monster
4816,,,battle_element,stdtech0.prg,work\cdrom\prog
4817,,,battle_element,dummy.dat,work\cdrom\dummy
4818,,,battle_element,137green.prd,work\cdrom\battle\effects\monster
4819,,,battle_element,stdtech0.prg,work\cdrom\prog
4820,,,battle_element,dummy.dat,work\cdrom\dummy
4821,,,battle_element,137white.prd,work\cdrom\battle\effects\monster
4822,,,battle_element,stdtech0.prg,work\cdrom\prog
4823,,,battle_element,137black.ctd,work\cdrom\battle\effects\monster
4824,,,battle_element,137black.prd,work\cdrom\battle\effects\monster
4825,,,battle_element,stdtech0.prg,work\cdrom\prog
4826,,,battle_element,89wall.ctd,work\cdrom\battle\effects\white
4827,,,battle_element,89wall.prd,work\cdrom\battle\effects\white
4828,,,battle_element,stdmag0.prg,work\cdrom\prog
4829,,,battle_element,59ufo.ctd,work\cdrom\battle\effects\syoukan
4830,,,battle_element,59ufo.prd,work\cdrom\battle\effects\syoukan
4831,,,battle_element,stdmag0.prg,work\cdrom\prog
4832,,,battle_element,130iceb.ctd,work\cdrom\battle\effects\monster
4833,,,battle_element,130iceb.prd,work\cdrom\battle\effects\monster
4834,,,battle_element,stdmag0.prg,work\cdrom\prog
4835,,,battle_element,dummy.dat,work\cdrom\dummy
4836,,,battle_element,131fbres.prd,work\cdrom\battle\effects\monster
4837,,,battle_element,stdmag0.prg,work\cdrom\prog
4838,,,battle_element,dummy.dat,work\cdrom\dummy
4839,,,battle_element,132kusai.prd,work\cdrom\battle\effects\monster
4840,,,battle_element,stdmag0.prg,work\cdrom\prog
4841,,,battle_element,133hbre.ctd,work\cdrom\battle\effects\monster
4842,,,battle_element,133hbre.prd,work\cdrom\battle\effects\monster
4843,,,battle_element,stdmag0.prg,work\cdrom\prog
4844,,,battle_element,bre_ye.ctd,work\cdrom\battle\effects\monster
4845,,,battle_element,bre_ye.prd,work\cdrom\battle\effects\monster
4846,,,battle_element,stdmag0.prg,work\cdrom\prog
4847,,,battle_element,dummy.dat,work\cdrom\dummy
4848,,,battle_element,138bone.prd,work\cdrom\battle\effects\monster
4849,,,battle_element,stdmag0.prg,work\cdrom\prog
4850,,,battle_element,162mame.ctd,work\cdrom\battle\effects\monster
4851,,,battle_element,162mame.prd,work\cdrom\battle\effects\monster
4852,,,battle_element,stdmag0.prg,work\cdrom\prog
4853,,,battle_element,dummy.dat,work\cdrom\dummy
4854,,,battle_element,139lock.prd,work\cdrom\battle\effects\monster
4855,,,battle_element,stdtech0.prg,work\cdrom\prog
4856,,,battle_element,dummy.dat,work\cdrom\dummy
4857,,,battle_element,160baku.prd,work\cdrom\battle\effects\monster
4858,,,battle_element,stdmag0.prg,work\cdrom\prog
4859,,,battle_element,shinryu.ctd,work\cdrom\battle\effects\tech
4860,,,battle_element,shinryu.prd,work\cdrom\battle\effects\tech
4861,,,battle_element,stdtech0.prg,work\cdrom\prog
4862,,,battle_element,dummy.dat,work\cdrom\dummy
4863,,,battle_element,127unt_r.prd,work\cdrom\battle\effects\blue
4864,,,battle_element,stdmag0.prg,work\cdrom\prog
4865,,,battle_element,dummy.dat,work\cdrom\dummy
4866,,,battle_element,128unt_b.prd,work\cdrom\battle\effects\red
4867,,,battle_element,stdmag0.prg,work\cdrom\prog
4868,,,battle_element,dummy.dat,work\cdrom\dummy
4869,,,battle_element,129unt_y.prd,work\cdrom\battle\effects\green
4870,,,battle_element,stdmag0.prg,work\cdrom\prog
4871,,,battle_element,dummy.dat,work\cdrom\dummy
4872,,,battle_element,130unt_g.prd,work\cdrom\battle\effects\yellow
4873,,,battle_element,stdmag0.prg,work\cdrom\prog
4874,,,battle_element,dummy.dat,work\cdrom\dummy
4875,,,battle_element,131unt_k.prd,work\cdrom\battle\effects\white
4876,,,battle_element,stdmag0.prg,work\cdrom\prog
4877,,,battle_element,dummy.dat,work\cdrom\dummy
4878,,,battle_element,132unt_w.prd,work\cdrom\battle\effects\black
4879,,,battle_element,stdmag0.prg,work\cdrom\prog
4880,,,battle_element,laz_lod.ctd,work\cdrom\battle\effects\tech
4881,,,battle_element,laz_lod.prd,work\cdrom\battle\effects\tech
4882,,,battle_element,stdtech0.prg,work\cdrom\prog
4883,,,battle_element,laz_flow.ctd,work\cdrom\battle\effects\tech
4884,,,battle_element,laz_flow.prd,work\cdrom\battle\effects\tech
4885,,,battle_element,stdtech0.prg,work\cdrom\prog
4886,,,battle_element,oodama.ctd,work\cdrom\battle\effects\tech
4887,,,battle_element,oodama.prd,work\cdrom\battle\effects\tech
4888,,,battle_element,stdtech0.prg,work\cdrom\prog
4889,,,battle_element,balls.ctd,work\cdrom\battle\effects\tech
4890,,,battle_element,balls.prd,work\cdrom\battle\effects\tech
4891,,,battle_element,stdtech0.prg,work\cdrom\prog
4892,,,battle_element,fusen.ctd,work\cdrom\battle\effects\tech
4893,,,battle_element,fusen.prd,work\cdrom\battle\effects\tech
4894,,,battle_element,stdtech0.prg,work\cdrom\prog
4895,,,battle_element,dummy.dat,work\cdrom\dummy
4896,,,battle_element,green.prd,work\cdrom\battle\effects\trap
4897,,,battle_element,stdmag0.prg,work\cdrom\prog
4898,,,battle_element,dummy.dat,work\cdrom\dummy
4899,,,battle_element,white.prd,work\cdrom\battle\effects\trap
4900,,,battle_element,stdmag0.prg,work\cdrom\prog
4901,,,battle_element,dummy.dat,work\cdrom\dummy
4902,,,battle_element,black.prd,work\cdrom\battle\effects\trap
4903,,,battle_element,stdmag0.prg,work\cdrom\prog
4904,,,battle_element,dummy.dat,work\cdrom\dummy
4905,,,battle_element,red.prd,work\cdrom\battle\effects\trap
4906,,,battle_element,stdmag0.prg,work\cdrom\prog
4907,,,battle_element,dummy.dat,work\cdrom\dummy
4908,,,battle_element,yellow.prd,work\cdrom\battle\effects\trap
4909,,,battle_element,stdmag0.prg,work\cdrom\prog
4910,,,battle_element,dummy.dat,work\cdrom\dummy
4911,,,battle_element,blue.prd,work\cdrom\battle\effects\trap
4912,,,battle_element,stdmag0.prg,work\cdrom\prog
4913,,,battle_element,dummy.dat,work\cdrom\dummy
4914,,,battle_element,tgreen.prd,work\cdrom\battle\effects\trap
4915,,,battle_element,etrap.prg,work\cdrom\prog
4916,,,battle_element,dummy.dat,work\cdrom\dummy
4917,,,battle_element,twhite.prd,work\cdrom\battle\effects\trap
4918,,,battle_element,etrap.prg,work\cdrom\prog
4919,,,battle_element,dummy.dat,work\cdrom\dummy
4920,,,battle_element,tblack.prd,work\cdrom\battle\effects\trap
4921,,,battle_element,etrap.prg,work\cdrom\prog
4922,,,battle_element,dummy.dat,work\cdrom\dummy
4923,,,battle_element,tred.prd,work\cdrom\battle\effects\trap
4924,,,battle_element,etrap.prg,work\cdrom\prog
4925,,,battle_element,dummy.dat,work\cdrom\dummy
4926,,,battle_element,tyellow.prd,work\cdrom\battle\effects\trap
4927,,,battle_element,etrap.prg,work\cdrom\prog
4928,,,battle_element,dummy.dat,work\cdrom\dummy
4929,,,battle_element,tblue.prd,work\cdrom\battle\effects\trap
4930,,,battle_element,etrap.prg,work\cdrom\prog
4931,,,battle_element,t53mido1.ctd,work\cdrom\battle\effects\syoukan
4932,,,battle_element,t53mido1.prd,work\cdrom\battle\effects\syoukan
4933,,,battle_element,tunico.prg,work\cdrom\prog
4934,,,battle_element,tunico.ctd,work\cdrom\battle\effects\syoukan
4935,,,battle_element,tunico.prd,work\cdrom\battle\effects\syoukan
4936,,,battle_element,tunico.prg,work\cdrom\prog
4937,,,battle_element,t59ufo.ctd,work\cdrom\battle\effects\syoukan
4938,,,battle_element,t59ufo.prd,work\cdrom\battle\effects\syoukan
4939,,,battle_element,stdmag0.prg,work\cdrom\prog
4940,,,battle_element,tfleaf.ctd,work\cdrom\battle\effects\syoukan
4941,,,battle_element,tfleaf.prd,work\cdrom\battle\effects\syoukan
4942,,,battle_element,tfleaf.prg,work\cdrom\prog
4943,,,battle_element,tgolem.ctd,work\cdrom\battle\effects\syoukan
4944,,,battle_element,tgolem.prd,work\cdrom\battle\effects\syoukan
4945,,,battle_element,tgolem.prg,work\cdrom\prog
4946,,,battle_element,tgfrog.ctd,work\cdrom\battle\effects\syoukan
4947,,,battle_element,tgfrog.prd,work\cdrom\battle\effects\syoukan
4948,,,battle_element,tgfrog.prg,work\cdrom\prog
4949,,,battle_element,crash.ctd,work\cdrom\battle\effects\tech
4950,,,battle_element,crash.prd,work\cdrom\battle\effects\tech
4951,,,battle_element,stdtech0.prg,work\cdrom\prog
4952,,,battle_element,shock.ctd,work\cdrom\battle\effects\tech
4953,,,battle_element,shock.prd,work\cdrom\battle\effects\tech
4954,,,battle_element,shock.prg,work\cdrom\prog
4955,,,battle_element,dummy.dat,work\cdrom\dummy
4956,,,battle_element,maru.prd,work\cdrom\battle\effects\tech
4957,,,battle_element,stdtech0.prg,work\cdrom\prog
4958,,,battle_element,dummy.dat,work\cdrom\dummy
4959,,,battle_element,dust.prd,work\cdrom\battle\effects\tech
4960,,,battle_element,stdtech0.prg,work\cdrom\prog
4961,,,battle_element,dummy.dat,work\cdrom\dummy
4962,,,battle_element,dandan.prd,work\cdrom\battle\effects\tech
4963,,,battle_element,stdtech0.prg,work\cdrom\prog
4964,,,battle_element,bigbom.ctd,work\cdrom\battle\effects\tech
4965,,,battle_element,bigbom.prd,work\cdrom\battle\effects\tech
4966,,,battle_element,stdtech0.prg,work\cdrom\prog
4967,,,battle_element,dummy.dat,work\cdrom\dummy
4968,,,battle_element,suka.prd,work\cdrom\battle\effects\trap
4969,,,battle_element,stdmag0.prg,work\cdrom\prog
4970,,,battle_element,dummy.dat,work\cdrom\dummy
4971,,,battle_element,sokuten.prd,work\cdrom\battle\effects\tech
4972,,,battle_element,stdtech0.prg,work\cdrom\prog
4973,,,battle_element,kugi.ctd,work\cdrom\battle\effects\tech
4974,,,battle_element,kugi.prd,work\cdrom\battle\effects\tech
4975,,,battle_element,stdtech0.prg,work\cdrom\prog
4976,,,battle_element,binta.ctd,work\cdrom\battle\effects\tech
4977,,,battle_element,binta.prd,work\cdrom\battle\effects\tech
4978,,,battle_element,stdtech0.prg,work\cdrom\prog
4979,,,battle_element,dummy.dat,work\cdrom\dummy
4980,,,battle_element,inori.prd,work\cdrom\battle\effects\tech
4981,,,battle_element,stdtech0.prg,work\cdrom\prog
4982,,,battle_element,dummy.dat,work\cdrom\dummy
4983,,,battle_element,kokoro.prd,work\cdrom\battle\effects\tech
4984,,,battle_element,stdtech0.prg,work\cdrom\prog
4985,,,battle_element,38super.ctd,work\cdrom\battle\effects\white
4986,,,battle_element,38super.prd,work\cdrom\battle\effects\white
4987,,,battle_element,38super.prg,work\cdrom\prog
4988,,,battle_element,dark_sp.ctd,work\cdrom\battle\effects\tech
4989,,,battle_element,dark_sp.prd,work\cdrom\battle\effects\tech
4990,,,battle_element,stdtech0.prg,work\cdrom\prog
4991,,,battle_element,shine.ctd,work\cdrom\battle\effects\tech
4992,,,battle_element,shine.prd,work\cdrom\battle\effects\tech
4993,,,battle_element,shine.prg,work\cdrom\prog
4994,,,battle_element,dummy.dat,work\cdrom\dummy
4995,,,battle_element,knife_k.prd,work\cdrom\battle\effects\tech
4996,,,battle_element,stdtech0.prg,work\cdrom\prog
4997,,,battle_element,dummy.dat,work\cdrom\dummy
4998,,,battle_element,monfish.prd,work\cdrom\battle\effects\tech
4999,,,battle_element,monfish.prg,work\cdrom\prog
5000,,,battle_element,kagou.ctd,work\cdrom\battle\effects\tech
5001,,,battle_element,kagou.prd,work\cdrom\battle\effects\tech
5002,,,battle_element,shock.prg,work\cdrom\prog
5003,,,battle_element,uperbom.ctd,work\cdrom\battle\effects\tech
5004,,,battle_element,uperbom.prd,work\cdrom\battle\effects\tech
5005,,,battle_element,stdtech0.prg,work\cdrom\prog
5006,,,battle_element,kaiten.ctd,work\cdrom\battle\effects\tech
5007,,,battle_element,kaiten.prd,work\cdrom\battle\effects\tech
5008,,,battle_element,stdtech0.prg,work\cdrom\prog
5009,,,battle_element,dokudoku.ctd,work\cdrom\battle\effects\tech
5010,,,battle_element,dokudoku.prd,work\cdrom\battle\effects\tech
5011,,,battle_element,stdtech0.prg,work\cdrom\prog
5012,,,battle_element,kikori.ctd,work\cdrom\battle\effects\tech
5013,,,battle_element,kikori.prd,work\cdrom\battle\effects\tech
5014,,,battle_element,stdtech0.prg,work\cdrom\prog
5015,,,battle_element,mini.ctd,work\cdrom\battle\effects\tech
5016,,,battle_element,mini.prd,work\cdrom\battle\effects\tech
5017,,,battle_element,stdtech0.prg,work\cdrom\prog
5018,,,battle_element,sonic.ctd,work\cdrom\battle\effects\tech
5019,,,battle_element,sonic.prd,work\cdrom\battle\effects\tech
5020,,,battle_element,stdtech0.prg,work\cdrom\prog
5021,,,battle_element,stick.ctd,work\cdrom\battle\effects\tech
5022,,,battle_element,stick.prd,work\cdrom\battle\effects\tech
5023,,,battle_element,stdtech0.prg,work\cdrom\prog
5024,,,battle_element,kuso.ctd,work\cdrom\battle\effects\tech
5025,,,battle_element,kuso.prd,work\cdrom\battle\effects\tech
5026,,,battle_element,stdtech0.prg,work\cdrom\prog
5027,,,battle_element,shinku.ctd,work\cdrom\battle\effects\tech
5028,,,battle_element,shinku.prd,work\cdrom\battle\effects\tech
5029,,,battle_element,stdtech0.prg,work\cdrom\prog
5030,,,battle_element,r_panch.ctd,work\cdrom\battle\effects\tech
5031,,,battle_element,r_panch.prd,work\cdrom\battle\effects\tech
5032,,,battle_element,stdtech0.prg,work\cdrom\prog
5033,,,battle_element,dummy.dat,work\cdrom\dummy
5034,,,battle_element,toomi.prd,work\cdrom\battle\effects\tech
5035,,,battle_element,stdtech0.prg,work\cdrom\prog
5036,,,battle_element,dummy.dat,work\cdrom\dummy
5037,,,battle_element,iai.prd,work\cdrom\battle\effects\tech
5038,,,battle_element,stdtech0.prg,work\cdrom\prog
5039,,,battle_element,nami.ctd,work\cdrom\battle\effects\tech
5040,,,battle_element,nami.prd,work\cdrom\battle\effects\tech
5041,,,battle_element,stdtech0.prg,work\cdrom\prog
5042,,,battle_element,pin.ctd,work\cdrom\battle\effects\tech
5043,,,battle_element,pin.prd,work\cdrom\battle\effects\tech
5044,,,battle_element,stdtech0.prg,work\cdrom\prog
5045,,,battle_element,opthedo.ctd,work\cdrom\battle\effects\monster
5046,,,battle_element,opthedo.prd,work\cdrom\battle\effects\monster
5047,,,battle_element,opthedo.prg,work\cdrom\prog
5048,,,battle_element,dummy.dat,work\cdrom\dummy
5049,,,battle_element,dropkick.prd,work\cdrom\battle\effects\tech
5050,,,battle_element,stdtech0.prg,work\cdrom\prog
5051,,,battle_element,53mido1.ctd,work\cdrom\battle\effects\syoukan
5052,,,battle_element,53mido1.prd,work\cdrom\battle\effects\syoukan
5053,,,battle_element,stdmag0.prg,work\cdrom\prog
5054,,,battle_element,dummy.dat,work\cdrom\dummy
5055,,,battle_element,lariat.prd,work\cdrom\battle\effects\tech
5056,,,battle_element,stdtech0.prg,work\cdrom\prog
5057,,,battle_element,rid_el.ctd,work\cdrom\battle\effects\tech
5058,,,battle_element,rid_el.prd,work\cdrom\battle\effects\tech
5059,,,battle_element,stdtech0.prg,work\cdrom\prog
5060,,,battle_element,rid_hp.ctd,work\cdrom\battle\effects\tech
5061,,,battle_element,rid_hp.prd,work\cdrom\battle\effects\tech
5062,,,battle_element,stdtech0.prg,work\cdrom\prog
5063,,,battle_element,rid_sien.ctd,work\cdrom\battle\effects\tech
5064,,,battle_element,rid_sien.prd,work\cdrom\battle\effects\tech
5065,,,battle_element,stdtech0.prg,work\cdrom\prog
5066,,,battle_element,dummy.dat,work\cdrom\dummy
5067,,,battle_element,hip.prd,work\cdrom\battle\effects\tech
5068,,,battle_element,hip.prg,work\cdrom\prog
